date,username,text,clean_text,sentiment,sentiment_score,score_negative,score_neutral,score_positive,sarcasm_detected,sarcasm_type,corrected_sentiment
2026-03-16 05:13:10,docchai2022,"@FuxNWO @OzraeliAvi Giving intel to an enemy is definitely illegal, FYI.","Giving intel to an enemy is definitely illegal, FYI.",Negative,0.7212,0.7212,0.2649,0.0139,False,none,Negative
2026-03-16 05:13:02,Seranuze,@TrulyMonica Never vote for Congress. They are the enemies.,Never vote for Congress. They are the enemies.,Negative,0.9012,0.9012,0.0853,0.0135,False,none,Negative
2026-03-16 05:13:00,viswanathan78,"@PttvNewsX Mothala upper caste congress and DMK party members accept it. Even sekhar babu can't accept. Most of the people in DMK and congress are muthaliyar,chettiyar,nayudu and pillai..did you think all the above caste accept it","Mothala upper caste congress and DMK party members accept it. Even sekhar babu can't accept. Most of the people in DMK and congress are muthaliyar,chettiyar,nayudu and pillai..did you think all the above caste accept it",Negative,0.5067,0.5067,0.4679,0.0254,False,none,Negative
2026-03-16 05:13:00,Sarathps1111,@jcyoucantseemee @madras_aale Tharoor wins tvm due to consolidation of anti bjp votes,Tharoor wins tvm due to consolidation of anti bjp votes,Neutral,0.7246,0.0697,0.7246,0.2058,False,none,Neutral
2026-03-16 05:13:00,BiharKaVoice,"Beware of the closet Sanghis.

They pretend to be outraged about bad infrastructure, UGC issues, or horrific rape cases. They rant against the system online.

But when elections come, they quietly vote BJP 😭

Fake outrage for online Clout.

Most shameless people on earth🤮 https://t.co/AQGrlHJ5Vs","Beware of the closet Sanghis. They pretend to be outraged about bad infrastructure, UGC issues, or horrific rape cases. They rant against the system online. But when elections come, they quietly vote BJP 😭 Fake outrage for online Clout. Most shameless people on earth🤮",Negative,0.9158,0.9158,0.0768,0.0073,False,none,Negative
2026-03-16 05:12:57,SukhiNehra,"Narendra Modi i told never begging from any nations developed here in India everything.

You went Oman for begging don't no Asaduddin Owaisi sitted there already.

Owaisi ready for left India and settled in Oman.

Getting India disaster fund from Oman King Tariq.

King https://t.co/IHlGU2wrDl",Narendra Modi i told never begging from any nations developed here in India everything. You went Oman for begging don't no Asaduddin Owaisi sitted there already. Owaisi ready for left India and settled in Oman. Getting India disaster fund from Oman King Tariq. King,Negative,0.5292,0.5292,0.4292,0.0416,False,none,Negative
2026-03-16 05:12:56,curburself,Modi will place bhagwat in jail himself if America does ask,Modi will place bhagwat in jail himself if America does ask,Neutral,0.5362,0.4396,0.5362,0.0242,False,none,Neutral
2026-03-16 05:12:54,Chrissyann11249,@Granite_Stater1 Congress members think they have a free ride on the backs of the working class. They are looking their noses down on us telling us to work harder so they can continue to vacation…..,Congress members think they have a free ride on the backs of the working class. They are looking their noses down on us telling us to work harder so they can continue to vacation…..,Negative,0.8334,0.8334,0.1487,0.0179,False,none,Negative
2026-03-16 05:12:50,NitinBudhiraj14,"@PMOIndia Deeply saddened by the tragic hospital incident in Cuttack. My heartfelt condolences to the families who lost their loved ones. Praying for the speedy recovery of the injured🙏

Appreciate the support announced by Narendra Modi for the affected families",Deeply saddened by the tragic hospital incident in Cuttack. My heartfelt condolences to the families who lost their loved ones. Praying for the speedy recovery of the injured🙏 Appreciate the support announced by Narendra Modi for the affected families,Neutral,0.3896,0.3611,0.3896,0.2494,False,none,Neutral
2026-03-16 05:12:50,axomiyacartel,@Indian_Analyzer Hindu unity can f off....UCs should refrain from voting for bjp,Hindu unity can f off....UCs should refrain from voting for bjp,Negative,0.694,0.694,0.2847,0.0213,False,none,Negative
2026-03-16 05:12:47,bhatia_anshu,"@nsitharamanoffc @nsitharaman @BhajanlalBjp @FinMinIndia @MIB_India @PIBJaipur @DDIndialive @airnewsalerts We are no more 5 trillion dollar economy. All thanks to ur senseless and spineless decisions. Aren't u ashamed of yourself to be still in the office? Do u even deserve to become even a MP, leave aside the FM role? I wonder why Modi is not just kicking u out of cabinet?","We are no more 5 trillion dollar economy. All thanks to ur senseless and spineless decisions. Aren't u ashamed of yourself to be still in the office? Do u even deserve to become even a MP, leave aside the FM role? I wonder why Modi is not just kicking u out of cabinet?",Negative,0.939,0.939,0.0558,0.0052,False,none,Negative
2026-03-16 05:12:42,CensoredLoki,"@grok if USA congress hasnt declared war on Iran then why does the jew owned media keep calling it ""the iran war"" and implying that the USA is at war with iran, when reporting on ongoing tensions in the middle east involving iran and isreal?","if USA congress hasnt declared war on Iran then why does the jew owned media keep calling it ""the iran war"" and implying that the USA is at war with iran, when reporting on ongoing tensions in the middle east involving iran and isreal?",Negative,0.6329,0.6329,0.3582,0.0089,False,none,Negative
2026-03-16 05:12:39,pragyakaushika,Exchange between Union minister @girirajsinghbjp and suspended Congress MP @manickamtagore . Mann ki Battein 😀 https://t.co/qfbzwFuC2t,Exchange between Union minister and suspended Congress MP . Mann ki Battein 😀,Neutral,0.9117,0.0197,0.9117,0.0686,False,none,Neutral
2026-03-16 05:12:33,BeingJamshid,@rishibagree Why still BJP is begging and forcing him to join their alliance in Tamil Nadu ?...,Why still BJP is begging and forcing him to join their alliance in Tamil Nadu ?...,Negative,0.5386,0.5386,0.4456,0.0158,False,none,Negative
2026-03-16 05:12:33,therrpatel1635,"@MoneyMystery Modi government is very arrogant government,In India wealth creators are hated in b8g way.","Modi government is very arrogant government,In India wealth creators are hated in b8g way.",Negative,0.9158,0.9158,0.0759,0.0084,False,none,Negative
2026-03-16 05:12:28,GaganMyne42200,@MeghUpdates what were rate of fuel when congress was in power ? bol bjp ke dalle,what were rate of fuel when congress was in power ? bol bjp ke dalle,Neutral,0.846,0.1142,0.846,0.0397,False,none,Neutral
2026-03-16 05:12:28,sunnyg65,@Randeep_Sisodia The caste combination doesn't suit Congress agenda so they have decided to move her to USA.,The caste combination doesn't suit Congress agenda so they have decided to move her to USA.,Negative,0.5932,0.5932,0.3921,0.0147,False,none,Negative
2026-03-16 05:12:26,Hyemenity,"@mark_slapinski Because Petter (Family guy CHARACTER)  said in the USA congress anyone will not vote for Iran War Is a gay, 😤","Because Petter (Family guy CHARACTER) said in the USA congress anyone will not vote for Iran War Is a gay, 😤",Negative,0.8325,0.8325,0.1548,0.0127,False,none,Negative
2026-03-16 05:12:26,Helen6156241232,@Milajoy @01splcheck We would clear out Congress and start over. This would be a wonderful thing!!!,We would clear out Congress and start over. This would be a wonderful thing!!!,Positive,0.9493,0.0103,0.0405,0.9493,True,punctuation,Negative
2026-03-16 05:12:23,Mufeesfaraan,@Jitu245347 @No__negativtyxd @HeritageGirl7 Guess you are in delulu 😂 don’t think all people around the  globe like your RSS BJP mindset. Now go and take bath in cow piss,Guess you are in delulu 😂 don’t think all people around the globe like your RSS BJP mindset. Now go and take bath in cow piss,Negative,0.8927,0.8927,0.0996,0.0076,False,none,Negative
2026-03-16 05:12:22,histopaedia,"🇮🇳 Indian opposition parties have sharply criticized Prime Minister Narendra Modi for remaining silent after the assassination of Iran’s Supreme Leader Ayatollah Ali Khamenei, which was carried out in a joint U.S.–Israeli strike. They argue that Modi is avoiding any stance that might upset Washington or Tel Aviv.","🇮🇳 Indian opposition parties have sharply criticized Prime Minister Narendra Modi for remaining silent after the assassination of Iran’s Supreme Leader Ayatollah Ali Khamenei, which was carried out in a joint U.S.–Israeli strike. They argue that Modi is avoiding any stance that might upset Washington or Tel Aviv.",Neutral,0.548,0.4375,0.548,0.0145,False,none,Neutral
2026-03-16 05:12:22,Telangana_1883,"@DheeraKannadiga @Aadi18_3 BJP Was in power from Last 12 Years in Central and Majority States. Still you are saying BJP is not in power and its a reason that North has Less GDP ! 😭

Brother, Don’t you have a shame to say this ? 🤔 #justasking 

Telangana recovered in less than a Decade from worst to No.1 https://t.co/ytWCccjZtw","BJP Was in power from Last 12 Years in Central and Majority States. Still you are saying BJP is not in power and its a reason that North has Less GDP ! 😭 Brother, Don’t you have a shame to say this ? 🤔 justasking Telangana recovered in less than a Decade from worst to No.1",Negative,0.7286,0.7286,0.25,0.0214,False,none,Negative
2026-03-16 05:12:21,ADB_Savarkar,"Priyanka is a white worshipping feminist who panders to Western libs as much as she can

But because she supported her nation against Islamofascist terrorists, these people hate her. The Western left, right, center all are our enemies","Priyanka is a white worshipping feminist who panders to Western libs as much as she can But because she supported her nation against Islamofascist terrorists, these people hate her. The Western left, right, center all are our enemies",Negative,0.7102,0.7102,0.2553,0.0345,False,none,Negative
2026-03-16 05:12:21,surendernath_r,@SupriyaShrinate Please stop BS. Indian government provided protection to Iranian frigate Lavan and sent their sailors home safely. That’s the main reason for Iran being thankful. Don’t show your hatred towards Modi government this way.,Please stop BS. Indian government provided protection to Iranian frigate Lavan and sent their sailors home safely. That’s the main reason for Iran being thankful. Don’t show your hatred towards Modi government this way.,Neutral,0.5979,0.1377,0.5979,0.2643,False,none,Neutral
2026-03-16 05:12:21,ZiviiBloom,"@pvs000 Bjp is majburi...
Not choice for Hindus...

Period..✌🏻",Bjp is majburi... Not choice for Hindus... Period..✌🏻,Negative,0.6121,0.6121,0.3626,0.0253,False,none,Negative
2026-03-16 05:12:20,cash_override,"@SDSLLC_USA @spgtty Kinda like when Congress and the Judiciary exempted themselves from the Covid 19 vaccine. 
https://t.co/0Ehj8Oq9lc",Kinda like when Congress and the Judiciary exempted themselves from the Covid 19 vaccine.,Neutral,0.6866,0.2703,0.6866,0.0431,False,none,Neutral
2026-03-16 05:12:17,Sarthak02314506,Opposition so weak that BJP decided to be work as both Opposition and ruling party at once.,Opposition so weak that BJP decided to be work as both Opposition and ruling party at once.,Negative,0.6156,0.6156,0.3566,0.0278,False,none,Negative
2026-03-16 05:12:16,GeepersNFT,"Congress doesn’t work for us anymore.

They vote themselves raises while we get inflation.  
They take lobbyist cash while our borders stay open.  
They send billions overseas while our veterans sleep on streets.  
They lie to our faces and call it “leadership.”

This isn’t representation.  
It’s a uniparty grift.

Who’s ready to primary every last one of them?  
Name the first RINO or swamp creature YOU want gone 👇

🇺🇸 #DrainTheSwamp #PrimaryThemAll #WeThePeople

RT if you’re DONE being ignored by the people YOU pay.",Congress doesn’t work for us anymore. They vote themselves raises while we get inflation. They take lobbyist cash while our borders stay open. They send billions overseas while our veterans sleep on streets. They lie to our faces and call it “leadership.” This isn’t representation. It’s a uniparty grift. Who’s ready to primary every last one of them? Name the first RINO or swamp creature YOU want gone 👇 🇺🇸 DrainTheSwamp PrimaryThemAll WeThePeople if you’re DONE being ignored by the people YOU pay.,Negative,0.8618,0.8618,0.1267,0.0114,False,none,Negative
2026-03-16 05:12:14,0ni0nred,"@RealBababanaras 🚨textbook example of intellectual cowardice:attempting 2silence domestic political critics by baselessly branding them as foreign operatives. By framing differing viewpoints as a national security threat, u bypasses debate entirely in favor of cheap delegitimization. BJP IT cell","🚨textbook example of intellectual cowardice:attempting 2silence domestic political critics by baselessly branding them as foreign operatives. By framing differing viewpoints as a national security threat, u bypasses debate entirely in favor of cheap delegitimization. BJP IT cell",Negative,0.8558,0.8558,0.1377,0.0065,False,none,Negative
2026-03-16 05:12:14,ChetanPol007,"@TyrantOppressor Even if Develop like this ,  Uncivilized people like you will throw Garbage just to Make a point to  Blame Modi Government. Isn't it. I saw Congressi Voters throwing Garbage on Road to Just blame it on BJP MLA. in Mumbai.","Even if Develop like this , Uncivilized people like you will throw Garbage just to Make a point to Blame Modi Government. Isn't it. I saw Congressi Voters throwing Garbage on Road to Just blame it on BJP MLA. in Mumbai.",Negative,0.7448,0.7448,0.2426,0.0126,True,indian_vocab,Negative
2026-03-16 05:12:11,Chainbull_net,"SEC Chair urges Congress to pass a #Bitcoin and crypto market structure law, saying it’s “been too long” and that clear rules are “what’s best for markets.”

“It’s coming.” https://t.co/EnmqnQFcj0","SEC Chair urges Congress to pass a Bitcoin and crypto market structure law, saying it’s “been too long” and that clear rules are “what’s best for markets.” “It’s coming.”",Neutral,0.6174,0.0209,0.6174,0.3617,False,none,Neutral
2026-03-16 05:12:11,BadriKannan,"@Nher_who The technology to exploit Thorium does not exist. The performance of the Dr Kakodkar's scientests does not exactly inspire the confidence that they can develop the tech within a reasonable timeframe.
MMS recognized this and signed the US nuclear deal. Modi is doing the same.",The technology to exploit Thorium does not exist. The performance of the Dr Kakodkar's scientests does not exactly inspire the confidence that they can develop the tech within a reasonable timeframe. MMS recognized this and signed the US nuclear deal. Modi is doing the same.,Negative,0.7662,0.7662,0.2221,0.0117,False,none,Negative
2026-03-16 05:12:10,Olowo_Rotimi,"@Megatron_ron Modi deserves it. He thinks the US/Israel would spare him if push comes to shove. Being subservient has never helped any country. India is a huge nation of over a billion people and over 150 nuclear warheads, yet Modi acts like an average African president.","Modi deserves it. He thinks the US/Israel would spare him if push comes to shove. Being subservient has never helped any country. India is a huge nation of over a billion people and over 150 nuclear warheads, yet Modi acts like an average African president.",Negative,0.7179,0.7179,0.2619,0.0202,False,none,Negative
2026-03-16 05:12:05,BugsmasherUC45,"@MSamigirl @JohnMcCloy Well, they’re in good company, congress has a slush fund to do the same.","Well, they’re in good company, congress has a slush fund to do the same.",Neutral,0.5135,0.1076,0.5135,0.3789,False,none,Neutral
2026-03-16 05:12:04,THKerala,"Kerala Assembly polls 2026: With five wins on the trot, Congress pins hopes on Paravur, CPI hopeful of wresting seat

https://t.co/2zGShJn76F","Kerala Assembly polls 2026: With five wins on the trot, Congress pins hopes on Paravur, CPI hopeful of wresting seat",Neutral,0.6627,0.0063,0.6627,0.331,False,none,Neutral
2026-03-16 05:12:04,guptaarun234,"@ANI The no confidence motion proves one important aspect , the allegation of bias of OM Birla is there for all to see - he just has the support of BJP &amp; the partners ; not that of the opposition parties. Shame","The no confidence motion proves one important aspect , the allegation of bias of OM Birla is there for all to see - he just has the support of BJP & the partners ; not that of the opposition parties. Shame",Negative,0.6835,0.6835,0.298,0.0185,False,none,Negative
2026-03-16 05:12:01,nekait_rr,"#NoRoti #ChawalKhao #LPGshortage #lpgblackmarketing #gaspricehike

When @BJP4India government gets going its @gautam_adani way, @AamAadmiParty find its innovative solutions to adjust.

But why should #AamAadmi always have patterns adjusted while the ministers feel no shortage? https://t.co/qxrQ6nsNaY","NoRoti ChawalKhao LPGshortage lpgblackmarketing gaspricehike When government gets going its way, find its innovative solutions to adjust. But why should AamAadmi always have patterns adjusted while the ministers feel no shortage?",Negative,0.561,0.561,0.4189,0.0201,False,none,Negative
2026-03-16 05:11:58,JerryMaguire911,@rishibagree @Ashishh76 Again Ganga Raam Hospital. All the nest India. Kuch kareinge abbb,Again Ganga Raam Hospital. All the nest India. Kuch kareinge abbb,Neutral,0.655,0.278,0.655,0.067,False,none,Neutral
2026-03-16 05:11:58,Kundalin22,@PriyankKharge @narendramodi They are boycotting the converts. These converts anyway don't support BJP.,They are boycotting the converts. These converts anyway don't support BJP.,Negative,0.7214,0.7214,0.2669,0.0117,False,none,Negative
2026-03-16 05:11:57,GetoffmylawnHB,"@_Patriot1776Q_ @EricLDaugh @POTUS There better not or it would mean Americans grew too weak to uphold their own constitution that until now, congress had the balls to.keep that person in check. 

Its all Congress's fault at this point.","There better not or it would mean Americans grew too weak to uphold their own constitution that until now, congress had the balls to.keep that person in check. Its all Congress's fault at this point.",Negative,0.9052,0.9052,0.0875,0.0073,False,none,Negative
2026-03-16 05:11:56,AdrishMukherjer,"@Amit_Thakur_BJP @Mrsinha @ECISVEEP @CEOWestBengal @amitmalviya @SuvenduWB @AnkurSingh @Shehzad_Ind @AmitShah @ChatterjAsking @pallavict @sanjoychakra @Priyankabjym @VlKAS_PR0NAM0 BJP Jai Ho Entire TMC party is Jihadi Terrorists , Eleminate TMC, Neutralize and executive TMC just like other terrorists, No Tolerance to Terrorists, TMC party are Terrorists","BJP Jai Ho Entire TMC party is Jihadi Terrorists , Eleminate TMC, Neutralize and executive TMC just like other terrorists, No Tolerance to Terrorists, TMC party are Terrorists",Negative,0.8904,0.8904,0.1027,0.0069,False,none,Negative
2026-03-16 05:11:54,skjain_05,"Understand, Sonam Wangchuk was released after he committed to BJP to pipe down his protests for Inclusion of Ladakh in chapter 6?","Understand, Sonam Wangchuk was released after he committed to BJP to pipe down his protests for Inclusion of Ladakh in chapter 6?",Neutral,0.9079,0.0608,0.9079,0.0313,False,none,Neutral
2026-03-16 05:11:48,Sarthak02314506,@myogiadityanath Opposition so weak that BJP decided to be work as both Opposition and ruling party at once.,Opposition so weak that BJP decided to be work as both Opposition and ruling party at once.,Negative,0.6156,0.6156,0.3566,0.0278,False,none,Negative
2026-03-16 05:11:48,AitcProvat,"He's pretty much saying that @ECISVEEP works for @bjp4india.

No hiding it.",He's pretty much saying that works for . No hiding it.,Neutral,0.753,0.0751,0.753,0.1718,False,none,Neutral
2026-03-16 05:11:47,imfaizh,"@SupriyaShrinate So he meant that if Indian bound ships passes through Hormuz, it is not because of govt, it will be because of non bjp voters and supporters.
Chullu bhar paani mein doob maro andh bhakto.","So he meant that if Indian bound ships passes through Hormuz, it is not because of govt, it will be because of non bjp voters and supporters. Chullu bhar paani mein doob maro andh bhakto.",Neutral,0.4978,0.4796,0.4978,0.0226,True,indian_vocab,Negative
2026-03-16 05:11:45,A_VictimHindu,"@chidswami It happened due to your Modi ji,s magical #SCSTact now trying to make life of GC hell by imposing #UGCRegulations #UGC_ROLLBACK","It happened due to your Modi ji,s magical SCSTact now trying to make life of GC hell by imposing UGCRegulations UGC_ROLLBACK",Negative,0.8623,0.8623,0.1296,0.0081,False,none,Negative
2026-03-16 05:11:43,asia_decode2,"BREAKING : 🇮🇷

Protests erupted in India against Isreali spy Modi for visiting Israel, for sharing the location of an Iranian ship in the Indian Ocean with the U.S. , and for portraying Isreali Prime Minister, Netanyahu as the “father of all Indians.""","BREAKING : 🇮🇷 Protests erupted in India against Isreali spy Modi for visiting Israel, for sharing the location of an Iranian ship in the Indian Ocean with the U.S. , and for portraying Isreali Prime Minister, Netanyahu as the “father of all Indians.""",Negative,0.7495,0.7495,0.2418,0.0087,False,none,Negative
2026-03-16 05:11:38,2020_fdr,Can’t even hazard a guess as to what this narcissistic moron thinks she’s saying.,Can’t even hazard a guess as to what this narcissistic moron thinks she’s saying.,Negative,0.92,0.92,0.0709,0.0091,False,none,Negative
2026-03-16 05:11:38,icitizenofearth,@WallStreetApes The majority of Congress has been bought and is owned. Be ware who owns the USA.,The majority of Congress has been bought and is owned. Be ware who owns the USA.,Negative,0.6767,0.6767,0.3044,0.0189,False,none,Negative
2026-03-16 05:11:37,ani_digital,"""INDI Alliance sides with Muslims only to use them as vote banks"", says Telangana BJP President N Ramchander Rao

Read @ANI Story | https://t.co/ujqw8noKol 

#NRamchanderRao #Muslims #VoteBank #INDIAlliance https://t.co/RPhay0fpnv","""INDI Alliance sides with Muslims only to use them as vote banks"", says Telangana BJP President N Ramchander Rao Read Story | NRamchanderRao Muslims VoteBank INDIAlliance",Neutral,0.6264,0.3565,0.6264,0.0171,False,none,Neutral
2026-03-16 05:11:36,ErHariModi,@MattooShashank Expecting action against this mischief not just strong rebuttal,Expecting action against this mischief not just strong rebuttal,Neutral,0.531,0.4363,0.531,0.0327,False,none,Neutral
2026-03-16 05:11:36,HarbolaAshutosh,@IMinakshiJoshi Yeh tho Congressi pose hai - Always bow down to masters,Yeh tho Congressi pose hai - Always bow down to masters,Neutral,0.693,0.2219,0.693,0.085,True,indian_vocab,Negative
2026-03-16 05:11:35,jay_modi6,"Adult friendships be like - Miss you bro, let's meet in someone's wedding now","Adult friendships be like - Miss you bro, let's meet in someone's wedding now",Neutral,0.5343,0.1532,0.5343,0.3125,False,none,Neutral
2026-03-16 05:11:30,JustMe7176,"@ThrillaRilla369 Many of them understand your needs better than you do.

I a agree with 2 terms total in Congress, then out.  May reapply after 15 years from end of service.","Many of them understand your needs better than you do. I a agree with 2 terms total in Congress, then out. May reapply after 15 years from end of service.",Neutral,0.6005,0.056,0.6005,0.3434,False,none,Neutral
2026-03-16 05:11:27,AntarAgnika,"CONgress &amp; its policies, well described in video. https://t.co/5oofc5teV2","CONgress & its policies, well described in video.",Neutral,0.8054,0.0301,0.8054,0.1645,False,none,Neutral
2026-03-16 05:11:27,IYCJammuKashmir,"India’s interests come first. Always. 🇮🇳
Join our movement against the Anti-India US Trade Deal 💥 Desh ko bachaane Chalo Delhi! ✊

Today , 16 March l📍 Jantar Mantar

#IYCHallaBol #ScrapAntiIndiaDeal https://t.co/aWEl8GfeM5","India’s interests come first. Always. 🇮🇳 Join our movement against the Anti-India US Trade Deal 💥 Desh ko bachaane Chalo Delhi! ✊ Today , 16 March l📍 Jantar Mantar IYCHallaBol ScrapAntiIndiaDeal",Positive,0.4735,0.0532,0.4733,0.4735,False,none,Positive
2026-03-16 05:11:24,jkchanneltv,"PM Modi announces an ex-gratia of Rs. 2 lakh from PMNRF for the next of kin of each deceased, and Rs. 50,000 for the injured, in the incident of fire in the Trauma Care ICU of SCB Medical College and Hospital, Cuttack. https://t.co/prkEbUFPaF","PM Modi announces an ex-gratia of Rs. 2 lakh from PMNRF for the next of kin of each deceased, and Rs. 50,000 for the injured, in the incident of fire in the Trauma Care ICU of SCB Medical College and Hospital, Cuttack.",Neutral,0.8865,0.0596,0.8865,0.054,False,none,Neutral
2026-03-16 05:11:22,EMinSL,Sickening how many people had to die for this.  Congress sat it out.  I don’t feel free.,Sickening how many people had to die for this. Congress sat it out. I don’t feel free.,Negative,0.9493,0.9493,0.0453,0.0054,False,none,Negative
2026-03-16 05:11:22,TheBrianShapiro,Then why didn't he let congress vote on it?,Then why didn't he let congress vote on it?,Neutral,0.6131,0.3734,0.6131,0.0136,False,none,Neutral
2026-03-16 05:11:21,Rainer__r,@ali_naka Modi is disgrace to India with all the feet Indians have achieved universally their leader is a sell out.,Modi is disgrace to India with all the feet Indians have achieved universally their leader is a sell out.,Negative,0.9197,0.9197,0.0716,0.0087,False,none,Negative
2026-03-16 05:11:21,pathapattiraju,"@SingheeSur38460 @GuptaPragnya Illetrate Modi followers, (AndhBakths)are anti Indians and most dangerous to country","Illetrate Modi followers, (AndhBakths)are anti Indians and most dangerous to country",Negative,0.8872,0.8872,0.1007,0.0121,False,none,Negative
2026-03-16 05:11:20,Mohinde16554893,@IndianExpress Really PM is more concerned in consolidating his MPs numbers than attending the parliament sessions. Either he will be abroad or doing election campaigns. He is not PM of India but Prachar Mantri of his own BJP party.,Really PM is more concerned in consolidating his MPs numbers than attending the parliament sessions. Either he will be abroad or doing election campaigns. He is not PM of India but Prachar Mantri of his own BJP party.,Neutral,0.5197,0.4444,0.5197,0.0359,False,none,Neutral
2026-03-16 05:11:19,bahuvirupak,"https://t.co/OxZAEiEzAA
The dynastic fascists have no concern for SCs except as a vote bank. Why was not Kanshi Ram given the award when the Congress was in power with this man's mother as super PM. Let the fellow answer this: did not the Congress actively work to defeat Ambedkar",The dynastic fascists have no concern for SCs except as a vote bank. Why was not Kanshi Ram given the award when the Congress was in power with this man's mother as super PM. Let the fellow answer this: did not the Congress actively work to defeat Ambedkar,Negative,0.6889,0.6889,0.2959,0.0152,False,none,Negative
2026-03-16 05:11:13,ActivistMaan,"@Varun55484761 Selling 35₹ fuel (actual cost of petrol) &amp; 400₹ gas cylinder (during UPA) at 100₹ &amp; 900₹ proves that BJP is only good at Jumlebaaji! #Modi fooled everyone with his fake Hindutva &amp; nationalism, when in reality he has destroyed old temples &amp; sold off the country to capitalists.","Selling 35₹ fuel (actual cost of petrol) & 400₹ gas cylinder (during UPA) at 100₹ & 900₹ proves that BJP is only good at Jumlebaaji! Modi fooled everyone with his fake Hindutva & nationalism, when in reality he has destroyed old temples & sold off the country to capitalists.",Negative,0.7922,0.7922,0.1949,0.013,False,none,Negative
2026-03-16 05:11:04,Prashant_bp,Do what you may you are fully exposed mr Natwarlal Kejriwal. You are more dangerous to India than Rahul Gandhi,Do what you may you are fully exposed mr Natwarlal Kejriwal. You are more dangerous to India than Rahul Gandhi,Negative,0.8371,0.8371,0.1483,0.0146,False,none,Negative
2026-03-16 05:11:04,WorldCitizen060,"@WIONews When he started the war, he never told anyone, not even the Congress. He should face Iran alone without complaining.","When he started the war, he never told anyone, not even the Congress. He should face Iran alone without complaining.",Negative,0.8454,0.8454,0.148,0.0066,False,none,Negative
2026-03-16 05:11:03,ReloadPolitics,@RajShukla_IND @KirtiAzaad He played on Congress quota coz of his father. The OG of Nepo kids.,He played on Congress quota coz of his father. The OG of Nepo kids.,Neutral,0.7517,0.0522,0.7517,0.1961,False,none,Neutral
2026-03-16 05:11:03,MSrana888,"@Mrsinha He didn't explain anything about how it is a propaganda?... Just say ""Propagada"" and all the andhbhakts of BJP will not question anything.🤡

Were they also promised this Andhbhakti 3000 yrs ago?","He didn't explain anything about how it is a propaganda?... Just say ""Propagada"" and all the andhbhakts of BJP will not question anything.🤡 Were they also promised this Andhbhakti 3000 yrs ago?",Negative,0.7575,0.7575,0.2311,0.0114,True,"indian_vocab,sarcasm_emoji",Negative
2026-03-16 05:11:02,JaeDelk177562,"Fear feeling suffer simply weight may Congress. Smart contracts: Speak place reflect after serious person fast. Issue fall citizen across reveal. Before son law close. Ground support right strategy first security. Game involve high institution.

@RiverdotInc @River4fun",Fear feeling suffer simply weight may Congress. Smart contracts: Speak place reflect after serious person fast. Issue fall citizen across reveal. Before son law close. Ground support right strategy first security. Game involve high institution.,Neutral,0.6461,0.3047,0.6461,0.0493,False,none,Neutral
2026-03-16 05:11:02,SatSanatanHindu,"@RituRathaur Reality:
Modi has only two castes - Meem and Bhim. https://t.co/a4DLIq45pU",Reality: Modi has only two castes - Meem and Bhim.,Neutral,0.8217,0.1132,0.8217,0.0651,False,none,Neutral
2026-03-16 05:10:59,Aishwar64720373,"@ShivsenaUBTComm @rautsanjay61 Thanks, we will ...but before that first provide machine invented by your great leader to produce gold from potato immediately so that we will buy the oil from that gold for country till the modi produced gas...plz help the country...","Thanks, we will ...but before that first provide machine invented by your great leader to produce gold from potato immediately so that we will buy the oil from that gold for country till the modi produced gas...plz help the country...",Positive,0.5469,0.0349,0.4182,0.5469,False,none,Positive
2026-03-16 05:10:58,ssvsasp,"@KibaVenisha If any journalist and her employer think that they can oust Modi govt thro their false prpaganda, they are living in fool's paradise","If any journalist and her employer think that they can oust Modi govt thro their false prpaganda, they are living in fool's paradise",Negative,0.8021,0.8021,0.1794,0.0185,False,none,Negative
2026-03-16 05:10:53,hoonjan_191,What r u and ur discarded followers..... Looters looters and looters.,What r u and ur discarded followers..... Looters looters and looters.,Negative,0.9342,0.9342,0.0604,0.0054,True,indian_vocab,Negative
2026-03-16 05:10:49,ICCORUPSHUN1,@AdamKinzinger @MikeTheResister Congress needs to step in immediately.  The entire planet is turning against us.,Congress needs to step in immediately. The entire planet is turning against us.,Negative,0.9013,0.9013,0.0896,0.0091,False,none,Negative
2026-03-16 05:10:46,shadowbarks,"They might sanction in 2028 if needed and delete all BJP,RSS presence online using this.. this is pretty dangerous, BJP must be very careful and get in alternatives at places immediately to migrate our population ASAP","They might sanction in 2028 if needed and delete all BJP,RSS presence online using this.. this is pretty dangerous, BJP must be very careful and get in alternatives at places immediately to migrate our population ASAP",Negative,0.8305,0.8305,0.1606,0.0089,False,none,Negative
2026-03-16 05:10:44,Parthas07750932,"@VamsiChandran EV Velu fully denied talking with DMDK when all the media said he was doing it.Was it true?😂

None divulge talks but all will talk

Modi has no issues with Vij;RD just doing his pro-DMK narrative to finish Vij like Kamal 2031 so DMK add Vij in SPA&amp;reduce Cong to 15 seats 2031🤦",EV Velu fully denied talking with DMDK when all the media said he was doing it.Was it true?😂 None divulge talks but all will talk Modi has no issues with Vij;RD just doing his pro-DMK narrative to finish Vij like Kamal 2031 so DMK add Vij in SPA&reduce Cong to 15 seats 2031🤦,Neutral,0.6244,0.3396,0.6244,0.0359,False,none,Neutral
